pécuniaire (…) ». Par ailleurs, le deuxième alinéa de l’article L. 430-3 indique que | 13d22
exécutoires par l’ARDP devait, aux termes du quatrième alinéa de l'article 18-12 de la | 13d10
administratif. Cet alinéa disposait ainsi que : « Les recours contre les décisions de portée | 13d10
individuelles prises par le CSMP, sur le fondement du 6ème alinéa de l’article 18-13 de la | 13d10
100. Les dispositions de l'article 18-13, cinquième alinéa, de la loi Bichet modifiée donnent | 13d10
alinéa de l'article 18-13 de la loi Bichet modifiée). | 13d10
ainsi qu’il l’a été exposé ci-dessus, le troisième alinéa de l'article 17 de la loi Bichet | 13d10
sens du titre II du livre IV du code de commerce, le délai prévu au deuxième alinéa du I du | 13d10
second alinéa de l'article 18-8 de la loi dispose ainsi que : « L’Autorité de la concurrence | 13d10
cinquième alinéa de l'article 18-13 de la loi précitée. | 13d10
homologation par l’ARDP (art. 18-11, 2ème alinéa, de la loi Bichet modifiée). | 13d10
l'article L. 462-8, 1er alinéa, du code de commerce, en tant qu’elle porte sur ces pratiques. | 13d10
discrimination tarifaire est rejetée en application des dispositions du 2ème alinéa de l’article | 13d10
du capital de l’entreprise Cero Soudet ; qu’aux termes de l’article 1er de cette convention, dernier alinéa : | 98d31
Ambulanciers Privés 83, est déclarée irrecevable en application de l'article L. 462-8, alinéa | 09d35
pas rejetée faute d'éléments suffisamment probants, en application de l'alinéa 2 de l'article | 08d10
Considérant que l’article L. 462-8 alinéa 2 du code de commerce énonce que le Conseil peut rejeter la | 02d51
application de l’article L. 462-8 alinéa 2 du code de commerce, précité ; | 02d51
ne peut, en conséquence, être fait application des dispositions du deuxième alinéa de l'article | 94d56
entreprise, le maximum est de dix millions de francs' ; qu'en application de l'article 22, alinéa | 96d18
le Conseil ne fait pas application de l'alinéa 2 de l'article L. 462-8 du code de commerce | 04d54
aux alinéas 1 a et 1 b ci-dessus, la société donne mandat à l'agence pour négocier tous les | 96d44
rapporteur se fonde en application des dispositions de l'article 21, alinéa 2, de l'ordonnance du | 96d44
conformément aux dispositions de l'article 21, alinéa 2, de l'ordonnance du 1er décembre | 96d44
avec l'article 21, alinéa 2, de l'ordonnance du 1er décembre 1986 ; | 96d44
peuvent être regardés comme 'ministres intéressés' au sens de l'article 21, alinéa 2, de | 96d44
visées à son égard ; que cette pratique est prohibée par les dispositions de l'alinéa 2 de l'article | 96d44
et l'article 81 alinéa 1er du traité. | 03d17
la loi du 15 mai 2001. Or, le 4ème alinéa de l’article L. 464-2 du code prévoit que « le | 10d03
chargé de l’économie, des personnes mentionnées au dernier alinéa de l’article L. 462-1 ou des entreprises | 01mc02
prévoit l’article L. 464-2, premier alinéa, du code de commerce, la rapporteure a | 07d31
troisième alinéa, du règlement d’exemption n° 1400/2002 selon lequel l’accès aux | 07d31
L’article 4, paragraphe 2, premier alinéa, du règlement n° 1400/2002 précise la nature des | 07d31
informations techniques, est donnée au dernier alinéa de l’article 4, paragraphe 2, du | 07d31
Le second alinéa de l’article 12.2.1 du règlement intérieur du 2 décembre 2010 qui | 15d02
l’article 13.1 « Sortie de droit » les alinéas suivants : « Une radio qui ne participe plus à | 15d02
substance l’engagement correspondant tout en ajoutant l’alinéa suivant : « Dans des | 15d02
prévoit en son troisième alinéa que « [l]a régularisation de sa situation avant l’Assemblée | 15d02
Aux termes du règlement intérieur du 12 décembre 2011, le premier alinéa de cet article est | 15d02
prescrits par application des dispositions du premier alinéa de l’article L. 462-7 du code de | 15d02
Aux termes du premier alinéa de l’article L. 462-7 du code de commerce, « [l]’Autorité ne | 15d02
supprimer du règlement intérieur la seconde phrase du deuxième alinéa de | 15d02
211. Aux termes du cinquième alinéa du I de l’article L. 464-2 du code de commerce, l’Autorité | 15d02
Mais considérant, en premier lieu, que le sixième alinéa de l’article L. 450-4 du code de | 01d31
deuxième alinéa de l’article L. 463-7 du code de commerce lors de la séance de l’Autorité | 11d11
marchés régionaux (Comareg) a demandé, par application du premier alinéa de l'article 22 de | 90d35
deuxième et troisième alinéas de l'article 13 de cette même ordonnance ; 'Les sanctions | 93d26
Sur l'application des dispositions du dernier alinéa de l'article 11 de l'ordonnance du 1er | 94d57
Considérant qu'aux termes du dernier alinéa de l'article 11 de l'ordonnance du 1er décembre | 94d57
précité, des dispositions expresses relatives à la prescription des faits. Le premier alinéa de | 12d12
premier alinéa ne pouvait donc viser, à l’époque, que les faits constitutifs de pratiques | 12d12
anticoncurrentielles. Les deux alinéas suivants de cet article ne visent d’ailleurs toujours | 12d12
anticoncurrentielles. En outre, le libellé de son premier alinéa, qui englobe « l[a] | 12d12
Par ailleurs, le deuxième alinéa de l’article L. 430-3 indique que « l'obligation de | 12d12
de l’alinéa 2 de l’article L. 430-3 du code de commerce. Ainsi, lorsqu’une société, filiale | 12d12
alinéa de l’article 5 de l’ordonnance du 1er décembre 1986 ne peuvent saisir le Conseil, en vertu de l’article 11 du texte précité, que | 00d23
personne intéressée" ; qu’en application de l’article 22, alinéa 2, de la même ordonnance "La commission permanente peut prononcer | 00d23
L’article R. 361-40, alinéas 2 et 3 du code des communes tel que modifié par l’article 4 du | 04d70
application de l'article 45, alinéa I, (devenu l’article L. 450-1 du code de commerce) de | 06d04
587. Mais le premier alinéa de ce document fait état des termes de l’accord conclu entre le | 06d04
629. Mais seul le dernier alinéa de la première page de ce document se réfère à la pratique de prix | 06d04
l’alinéa précédant reprochant au distributeur de pratiquer un "discount au-delà des normes". | 06d04
"Information YSL" (paragraphe 275, 4ème alinéa) donne une interprétation unilatérale des | 06d04
cité au paragraphe 275, 3ème alinéa, ainsi que le barème 1997 de la remise qualitative (cf. | 06d04
sanctionner, sur le fondement de l’article 36 alinéa 2 du décret du 30 avril 2002. | 05d26
à des pratiques relevées dans le secteur du chauffage collectif, « L'article 36, alinéa 2, du | 05d26
196. Aux termes des dispositions du I, dernier alinéa de l’article L. 464-2 du code de | 05d26
Toutefois, en vertu des dispositions de l'article 22 alinéa 2 de l'ordonnance du 1er | 04d43
138. Aux termes des dispositions du I, dernier alinéa de l’article L. 464-2 du code de | 04d43
324. Par ailleurs, le troisième alinéa du I de l’article L. 464-2 du code de commerce prévoit que | 15d20
325. Aux termes du quatrième alinéa du I de l’article L. 464-2 du code de commerce, « le montant | 15d20
posée par le deuxième alinéa de l'article 5 et par l'article 11 de l'ordonnance du 1er décembre | 91d42
Les seules dérogations à l’exclusivité accordée au GIE, mentionnées dans les trois derniers alinéas de l’article 1er des statuts du | 00d71
alinéa 2 que le Conseil " peut aussi rejeter la saisine par décision motivée lorsqu’il estime que les faits | 01d49
Considérant que l’article L. 420-2 alinéa 2 du code de commerce prohibe " dès lors qu’elle est susceptible | 01d49
Considérant que la dépendance économique, au sens de l’article L. 420-2 alinéa 2 précité, résulte de la | 01d49
pas rejetée faute d'éléments suffisamment probants, en application de l'alinéa 2 de l'article | 07d18
France au cours du dernier exercice clos' ; qu'en application de l'article 22, alinéa 2, de la | 96d22
111. Aux termes des dispositions du premier alinéa de l’article L. 463-2 du code de | 05d64
doivent être respectés. Le deuxième alinéa de l’article L. 463-2 prévoit que la | 05d64
L'article 3, premier alinéa, relatif aux conditions d’agrément commence par l’interdiction | 06d06
L'article 8, premier alinéa, de la charte impose la commercialisation des gîtes par | 06d06
alinéa 5 du code de commerce selon lesquelles « le Conseil de la concurrence peut | 06d06
131. L’article L. 464-2, paragraphe I, alinéa 4 du code de commerce, dans sa rédaction issue de | 06d06
Fentanyl (…). Enfin, s’il est vrai que comme le relève le 3ème alinéa du courrier de votre | 09d28
dépendance économique par application de pratiques discriminatoires dans les conditions du deuxième alinéa | 14d07
135. L’article L. 420-2, alinéa 2, du code de commerce prohibe l’abus de dépendance | 14d07
185. Aux termes de l’article L. 464-1, alinéa 2, du code de commerce, les mesures | 14d07
186. L’alinéa 3 du même texte précise que les mesures conservatoires « peuvent comporter la | 14d07
auprès de la société Carmag ou des fournisseurs agréés par elle. Le deuxième alinéa du I | 04d63
« La reconduction prévue à l’article 7, alinéa 7.1 de la convention sera mise en œuvre | 05d36
Aux termes du cinquième alinéa de l’article L. 464-2-I. du code de commerce : « Le | 05d36
d'éléments suffisamment probants, en application de l'alinéa 2 de l'article L. 462-8 du code | 07d38
mentionnées au 2° alinéa de l’article 5 ou par les entreprises. Ces mesures ne peuvent intervenir que si la | 00mc02
comme attentatoire à la marque et pourra donner lieu à résiliation immédiate du présent contrat " ; qu’aux termes du deuxième alinéa | 01d45
de l‟article L. 463-7 alinéa 2 du Code de commerce ; | 09d15
suffisamment probants, en application de l'alinéa 2 de l'article L. 462-8 du Code de | 09d15
L. 420-1 et L. 420-2, est nulle ; il invoque également l’alinéa 1er de l’article L. 442-8 du code de commerce | 01d73
personnes mentionnées au dernier alinéa de l’article L. 462-1 ou des entreprises et après avoir entendu | 02mc07
Le médiateur du cinéma entendu sur le fondement du deuxième alinéa de l’article L. 463-7 | 07d44
des « services distincts », mentionnés au dernier alinéa du I de l’article L. 441-7 du | 07d50
factures et toute réduction acquise à la date de la vente » (Articles L. 442-2 alinéa 2 | 07d50
et L. 441-3 alinéa 2 du code de commerce). Ainsi, seules les remises sont prises en | 07d50
des dispositions du premier alinéa de l’article L. 463-2 du Code de commerce, c’est | 07d50
la décision n° 06-D-03 du 9 mars 2006, « l’article L.463-2 alinéa 4 du code de | 07d50
473. Aux termes des dispositions du premier alinéa de l’article L. 463-2 du code de | 07d50
doivent être respectés. Le deuxième alinéa de l’article L. 463-2 prévoit que la | 07d50
constituent des "clauses noires" qui sont prohibées par l’article L. 81 alinéa 3 du | 07d50
6. Aux termes de l'article 4, alinéas 3 et 5, de l'arrêté du 11 janvier 1999 : "Lorsque | 03d38
pas rejetée faute d'éléments suffisamment probants, en application de l'alinéa 2 de | 03d38
47 alinéa 2 de l’ordonnance du 1er décembre 1986 ; | 96d71
l’article 47 alinéa 2 de l’ordonnance du 1er décembre 1986, l’avis du technicien a pu être | 96d71
la concurrence a désigné, sur le fondement du dernier alinéa de l’article L. 461-3 du code | 14d13
probants, doit être rejetée en application de l’alinéa 2 de l’article L. 462-8 du code de | 14d13
alinéa de l'article L. 462-1 ou des entreprises et après avoir entendu les parties en cause et | 15d13
alinéa de l'article L. 462-1 ou des entreprises et après avoir entendu les parties en cause et | 15d13
En application de l’article L. 462-8, alinéas 1 et 2, du code de commerce, le Conseil de la | 07d20
l'alinéa 2 de l'article L. 462-8 du code de commerce. | 08d19
réglementaires pour s’exonérer, en application du premier alinéa de l’article 10 de | 96d15
frais sont supportés par la personne intéressée » ; qu’en application de l’article 22 alinéa 2 de | 96d15
alinéa de l’article L.321-5). | 15d16
Conformément à l’article 18 alinéa 3 de la loi d’orientation des transports intérieurs | 05d11
le Conseil ne fait pas application de l'alinéa 2 de l'article L. 462-8 du code de commerce | 05d11
sanctions prononcées à l’encontre des entreprises qui s’y sont prêtées ; qu’il y a lieu, en application de l’article L. 464-2, 5ème alinéa, du code | 02d43
alinéa 2 de l'ordonnance du 1er décembre 1986, applicables à l'époque de la commission | 05d43
Enfin, aux termes du cinquième alinéa de l’article L. 464-2-I du code de commerce : « Le | 05d43
L'article L. 462-8, alinéa 2 du code de commerce énonce que : « Le Conseil de la | 08d31
dépendance économique, au sens de l’article L. 420-2 alinéa 2 précité, résulte de la | 08d31
demande étant conforme aux prescriptions de l’alinéa 1 de l’article R. 463-13, le | 08d31
position dominante, en vertu des dispositions de l’article L. 420-2 alinéa 1 du code de | 12d22
consommateurs ou à l’entreprise plaignante posée par l’article L. 464-1 alinéa 2 du code de | 12d22
alinéa, que : « Tout achat d’espace publicitaire ou de prestation ayant pour objet l’édition | 12d22
les achats mentionnés au premier alinéa ne sont pas payés directement par l’annonceur au | 12d22
L’article 21 de ladite loi ajoute : « Le mandataire mentionné au premier alinéa de l’article | 12d22
Considérant qu'en vertu du premier alinéa de l'article L. 322-1 du code de la sécurité sociale la | 94d04
article 11, modifié l'article 9 précité en son deuxième alinéa, ainsi qu'il suit : | 91d55
Le règlement intérieur de l'Ordre et le Code des devoirs professionnels font l'objet de l'alinéa | 91d55
l’article L. 463-7, deuxième alinéa, du code de commerce ; | 13d23
Il résulte des articles R. 743-140, alinéa 3 et R. 743-142 du code de commerce, que le tarif pour | 13d23
registre du commerce et des sociétés ». L’article R. 743-155, alinéa 3, dudit code précise | 13d23
capacité (cote 1302). Il est également précisé à l’article 2, alinéa 3, de ces mêmes statuts, qu’il | 13d23
Enfin, comme il a été indiqué précédemment, l’article R. 123-163, alinéa 2, du code de | 13d23
L’alinéa 1 de l’article R. 123-151 du code de commerce précise que les demandes présentées | 13d23
prévu à l'article R. 123-166 ». En vertu de l’alinéa 2 de l’article R. 123-151 précité, ces | 13d23
Selon l’article R. 743-140, alinéa 3, du code de commerce : « la rémunération des diligences de | 13d23
140. Il se déduit des dispositions de l’alinéa 2 de l’article R. 463-11 du code de commerce, selon | 13d23
L. 743-12 du code de commerce), et que, par ailleurs, selon l’article R. 741-5, alinéa a, du | 13d23
alinéa de l'article 13 de l'ordonnance du 1er décembre 1986, d'enjoindre à Mme Rosenfeld de | 94d36
application des dispositions combinées du premier alinéa de l’article 11 et du deuxième alinéa de l’article 5 | 99d28
572. En application des deux derniers alinéas de l’article L.450-4 du code de commerce, dans | 06d03
pouvoirs d’instruction et de jugement résultant de l’article L.463-2 alinéa 4 du code de | 06d03
602. La CAPEB rappelle l’article L.463-2 alinéa 4 du code de commerce : « Lorsque des | 06d03
délai légal impératif prévu par l’article L.463-2 alinéa 4 du code de commerce de sorte | 06d03
603. L’article L.463-2 alinéa 4 du code de commerce a pour objet de permettre au président | 06d03
605. Mais, en premier lieu, les dispositions de l’article L.463-2 alinéa 4 du code de | 06d03
d’autres, au titre des circonstances exceptionnelles prévues à l’article L.463-2 alinéa 4 | 06d03
installateur qualifié au sens de l’article 26, alinéa 4 de l’arrêté du 2 août 1977, il est | 06d03
Aux termes de l'article 6, alinéa 1er, 'le Groupement d'intérêt économique bananier est | 90d20
Considérant que l’ alinéa 3 de l’article L. 462-8 du code de commerce énonce que le Conseil de la | 02d31
762. En deuxième lieu, le troisième alinéa du I de l’article L. 464-2 du code de commerce, | 15d10
852. Aux termes de l’article L. 463-8, troisième alinéa, du code de commerce : « Le | 15d10
Considérant qu'aux termes du premier alinéa de l'article 13 de l'ordonnance du 1er décembre 1986 : " Le | 97d49
alinéa du code de commerce. » | 07d29
L’article L. 420-2, alinéa 2, du code de commerce prohibe « (…) dès lors qu’elle est | 12d11
France au cours du dernier exercice clos' ; qu'en application de l'article 22, alinéa 2, de la | 95d55
publication de la loi du 11 septembre 1941, pour les plantes visées aux alinéas 2 et 3 de l'article L 659 du | 97d26
cette information pour la raison suffisante que cette activité serait en désaccord avec le dernier alinéa de | 97d26
Toutefois, sous réserve du respect des dispositions du premier alinéa de l'article L 580, les pharmaciens | 97d26
visées au troisième alinéa du même article dans sa rédaction issue de la loi du 18 janvier 1994, cité cidessus, qui, contrairement à ce qu'affirme le conseil régional de l'Ordre des pharmaciens du LanguedocRoussillon, n'interdit pas que ce transport soit habituel, pourvu que la commande soit livrée en paquet | 97d26
l'article 22, alinéa 2, de la même ordonnance, la commission permanente peut prononcer les mesures | 97d26
L’article L. 420-2 alinéa 2 du code de commerce prohibe "(…) dès lors qu’elle est susceptible d’affecter le | 02d77
420-2, alinéa 2, du code de commerce, résulte de la notoriété de la marque du fournisseur, de l’importance | 02d77
l’article L. 420-2, alinéa 2 du code de commerce, il convient de faire application de l’article L. 462-8 du | 02d77
que : « l’article L. 420-2 1er alinéa du Code de commerce vise l’exploitation abusive | 09d10
En cas de non respect de l’engagement visé à l’alinéa qui précède, la société | 09d04
l’avance dont elle a bénéficié augmenté des dommages intérêts prévus à l’alinéa | 09d04
L. 4362-2 et L. 4362-3 enregistré conformément au premier alinéa ». | 10d11
réfraction subjective et enfin le rappel par le dernier alinéa de l’article L. 4362-9 du code | 10d11
organisme français ou étranger agréé conformément aux dispositions du deuxième alinéa | 12d26
288. Aux termes du quatrième alinéa du I de l’article L. 464-2 du code de commerce « (s)i le | 12d26
289. Par ailleurs, le troisième alinéa du I de l’article L. 464-2 du code de commerce prévoit que | 12d26
Mais considérant que l’alinéa 5 de l’article 48 de l'ordonnance du 1er décembre 1986 | 01d36
Considérant qu'aux termes du deuxième alinéa de l'article 46 de l'ordonnance du 1er décembre | 93d33
Considérant que l'article 2 alinéa 3 du cahier des clauses techniques particulières afférent à ce | 96d51
en France au cours du dernier exercice clos » ; qu’en application de l’article 22, alinéa 2, de la | 96d51
L’article L. 420-2, alinéa 2, du code de commerce prohibe "(…) dès lors qu’elle est | 05d44
"la dépendance économique, au sens de l’article L. 420-2, alinéa 2, du code de commerce, | 05d44
Le deuxième alinéa de l’article L. 420-4 du code de commerce prévoit que ne sont pas | 05d44
l’alinéa 2 de l’article L. 420-4 du code de commerce. | 05d44
de l'article L. 464-2 (…)". Toutefois, en vertu des dispositions de l'article 22 alinéa 2 de | 05d44
Considérant qu'aux termes du premier alinéa de l'article 45 de l'ordonnance du 1er décembre | 95d63
341. Aux termes du quatrième alinéa du I de l’article L. 464-2 du code de commerce « (…) Le | 14d02
342. Par ailleurs, le troisième alinéa du I de l’article L. 464-2 du code de commerce prévoit que | 14d02
385. Aux termes du I de l’article L. 464-2, cinquième alinéa, du code de commerce, l’Autorité | 14d02
alinéa 2 du code de commerce, | 04d05
l’alinéa 2 de l’article L. 462-8 du code de commerce qui énonce que : "Le Conseil de la | 04d05
alinéa de l'article L. 462-1 ou des entreprises et après avoir entendu les parties en cause et le | 04d05
Considérant l’alinéa 3 de l’article L. 462-8 du code de commerce, selon lequel : " Il est donné acte, par | 01d54
L. 420-2, 1er alinéa du code de commerce. » | 05d58
l’article L. 420-2, 1er alinéa du code de commerce. » | 05d58
l’article L. 420-2 1er alinéa du code de commerce vise l’exploitation abusive d’une | 05d58
129. L’article L. 420-2 1er alinéa du code de commerce vise l’exploitation abusive d’une | 05d58
particulier, un alinéa de deux lignes ainsi libellé : « POSITION PRIVILEGIEE DE LA MARQUE | 96d67
L. 463-7 alinéa 2 du code de commerce, lors de la séances du Conseil de la concurrence du | 09d11
du juge compétent le recours prévu par le dernier alinéa de l’article L. 450-4 du code de | 06d33
107. En application des deux derniers alinéas de l’article L. 450-4 du code de commerce, dans | 06d33
Le troisième alinéa de cette disposition a été remplacé par les deux alinéas suivants : | 06d24
complémentaire à la Fédération française de ski sur le fondement du premier alinéa de l'article | 96d40
; qu'en application de l'article 22, alinéa 2, de la même ordonnance : 'La commission | 96d40
son 2ème alinéa le montant minimum de la garantie de responsabilité civile professionnelle : | 03d04
professionnelle, définie au premier alinéa de l’article 27 de la loi du 31 décembre 1971 | 03d04
"L’assurance prévue au deuxième alinéa de l’article 27 de la loi du 31 décembre 1971 | 03d04
valeurs (hors champ de l’obligation d’assurance prévue au deuxième alinéa de l’article 27 | 03d04
alinéa de l’article 27 de la loi du 31 décembre 1971. Le contrat est souscrit pour la durée de la | 03d04
alinéa 2, du code de commerce permettent à ce dernier d’entendre "toute personne dont | 03d04
Considérant qu’il y a lieu, en conséquence, de faire application des dispositions du deuxième alinéa de | 02d08
Considérant qu'aux termes du premier alinéa de l'article 13 de l'ordonnance du 1er décembre | 94d23
d'éléments suffisamment probants, en application de l'alinéa 2 de l'article L.462-8 du code | 07mc01
Article L. 1, alinéa 4, du CPCE. | 11mc01
qu’il exerce dans une activité économique à cette date, conformément au troisième alinéa | 11mc01
L'annexe mentionnée au premier alinéa de l'article 2 précité est jointe au contrat et fixe la | 94d27
L’article L. 462-8 alinéa 2 du code de commerce énonce que « l’Autorité de la | 13d07
233. Le troisième alinéa du I de l’article L. 464-2 du code de commerce prévoit que « les | 15d01
234. Toutefois, aux termes du quatrième alinéa du I de l’article L. 464-2 du code de commerce, | 15d01
commerce en application de l’article L. 461-3 alinéa 4 du code de commerce ; | 12d28
L’article L. 462-8 alinéa 2 du code de commerce énonce que « l’Autorité de la | 12d28
il convient de faire application de l’article L. 462-8 alinéa 2 du code de commerce et de | 12d28
l'action mentionnée à l'avant-dernier alinéa de l'article 36 de l'ordonnance du 1er décembre | 91mc04
des dispositions de l’article 22, alinéa 2, de l’ordonnance du 1er décembre 1986, applicables à l’époque de | 02d62
second alinéa, sous a), TFUE interdit explicitement le fait pour une entreprise dominante | 14d05
188. Aux termes du quatrième alinéa du I de l’article L. 464-2 du code de commerce, le montant | 14d05
189. Par ailleurs, le troisième alinéa du I de l’article L. 464-2 du code de commerce dispose que | 14d05
récente, à l’article L. 420-6 du code de commerce, d’un alinéa 3 prévoyant : "les actes | 05d69
n° 2001-420 du 15 mai 2001, par le dernier alinéa de l’article L. 450-4 du code de | 05d69
114. Mais le dernier alinéa de l’article L. 450-4, dans sa rédaction postérieure à la loi | 05d69
sanctionner, sur le fondement de l’article 36 alinéa 2 du décret du 30 avril 2002. | 05d69
"L'article 36, alinéa 2, du décret du 30 avril 2002 fixant les conditions d'application du | 05d69
fondement des dispositions de l'article L. 463-7 alinéa 2 du code de commerce, lors de la séance | 03mc03
programmes de Radio France, notamment (article 79), supprime l'alinéa 1 de l'article 54 de la | 03mc03
application de l'alinéa 2 de l'article L. 462-8 du code de commerce. | 03mc03
se conformer ainsi à l' article 189, troisième alinéa, du traité [nouvel article 230 CE]. | 03mc03
application des dispositions de l'article L. 462-8 alinéa 2 du code de commerce, aux termes | 03mc03
demande du ministre chargé de l'économie, des personnes mentionnées au dernier alinéa de | 03mc03
Enfin, l'article L. 464-1, alinéa 3, du code de commerce ne permettrait au Conseil que de prendre | 03mc03
routière Beugnet selon un jugement du 19 décembre 1995 ; qu'en application de l'alinéa 3 de l'article 62 | 97d11
l'article 7 de l'ordonnance du 1er décembre 1986 ; que, toutefois, en application de l'alinéa 3 | 95d84
alinéa 2, de la même ordonnance, la commission permanente peut prononcer les mesures | 95d84
'Conditions particulières' au deuxième alinéa, page 8. | 95d84
par ADSL, cette pratique contrevient aux dispositions de l’article L. 420-2 alinéa 1 | 05d59
par ADSL, cette pratique contrevient aux dispositions de l’article L. 420-2 alinéa 1 | 05d59
l'article L. 462-8, alinéa 2, du code de commerce. | 06d27
conformément aux termes du deuxième alinéa de l'article 33 du décret n° 86-1309 du 29 décembre 1986, | 97d92
dispositions de l’article L. 463-7 alinéa 2 du code de commerce ; | 04d17
l’alinéa 2 de l’article L. 462-8 du code de commerce. | 04d17
Considérant que, par application du troisième alinéa de l'article 9 du règlement n° 17 du 6 | 93d11
consulté dans les quinze jours qui précèdent la séance par les personnes visées à l’alinéa précédent " ; | 00d39
mesures d’instruction, soit pour compléter un rapport administratif d’enquête, soit pour recueillir des informations auprès des entreprises ou organismes visés au deuxième alinéa | 00d39
l'application du premier alinéa de l'article 27 de la loi du 30 septembre 1986 relative à la | 95d48
15 mai 2001, énonce en son deuxième alinéa que le Conseil " peut rejeter la saisine par décision motivée | 01d74
alinéa 2, du code du commerce ; | 01d74
dispositions combinées du 1er alinéa de l’article 11 et du 2ème alinéa de l’article 5 de | 04d04
l’article 1.1. premier alinéa, est ainsi rédigé « Le point de vente doit disposer d’une | 07d32
pour répondre à des préoccupations de concurrence, en application du 1er alinéa du I de l'article | 07d32
Corse et Monaco inclus, ressortissant aux dispositions de l'alinéa 1 de l'article 2 du décret 88.136 du 9 | 07d32
Métropolitaine, Corse et Monaco inclus, ressortissant aux dispositions de l'alinéa 1 de | 07d32
cinématographiques incluses dans les cahiers des charges, les autorisations et les décrets visés à l’alinéa | 98d70
alinéa sont constituées par le total du produit des abonnements, des recettes publicitaires et des recettes de | 98d70
51 , a persisté dans son refus en invoquant le motif suivant : " 1) Article 4 , alinéa 2 conditions générales | 97d62
signature du représentant de la société ni de son mandataire , contrairement aux dispositions de l'alinéa 3 | 97d62
de francs " ; qu'en application de l'article 22 , alinéa 2 , de la même ordonnance , la commission | 97d62
lieu , par application du premier alinéa de l'article 13 de l'ordonnance du 1er décembre 1986 , d'enjoindre | 97d62
application de l’alinéa 2 de l’article L. 462-8 du code de commerce, selon lequel : « Le | 04d29
protocole d’accord " ; que, conformément à la faculté qui lui était ouverte par l’article 36, alinéa 3, de la loi | 00d06
fondement de l’article L. 463-7 alinéa 2 du code de commerce ; | 10d27
