intervient moins de cinq ans après la fin de la validité dudit contrat. La MIC a donc un | 06d34
bénéficier d'un certain pouvoir de négociation vis-à-vis dudit groupement d'autant | 06d03
application de l’article 2.6.2 du cahier de consultation. En outre, l’article 3.2.2 dudit cahier | 15d10
d’expertise, ni l’article R. 463-16 du code de commerce ni aucun autre article dudit code | 15d10
au cours de laquelle a lieu l'élection et par les avocats honoraires ressortissant dudit barreau. A sa tête est | 97d07
la personne intéressée ; que l'administration n'a pas apporté la preuve qu'une copie dudit procès-verbal | 97d07
laquelle a lieu l’élection et par les avocats honoraires ressortissant dudit barreau. A sa tête est élu pour deux | 98d05
des fraudes, à procéder aux enquêtes dans les conditions prévues au titre V dudit livre. | 07d29
dudit marché, sans qu’il y ait besoin de rapporter la preuve du caractère certain de | 09d10
consommation dudit produit, ainsi que les habitudes et les possibilités économiques | 09d04
316 dudit règlement sont consacrés aux règles relatives aux équipements des joueurs. | 97d72
directement auprès du " sponsor ", soit auprès du représentant local dudit " sponsor ". | 97d72
application dudit contrat, fixait le commissionnement des agences à 10 p. 100. la première | 94d21
et ce nonobstant tout règlement déjà effectué par le mandant auprès dudit mandataire. | 94d21
l'article 1er dudit décret, mais prend une décision qui présente, en raison des effets qui y sont | 03d13
exigences de l’article 6 dudit arrêté. | 12d26
des extraits de la notification de griefs qui décrivent le contenu dudit procès-verbal, un extrait qui cite un passage de ce dernier | 00d26
cours de laquelle a lieu l'élection et par les avocats honoraires ressortissant dudit barreau. A sa tête est élu pour deux ans un bâtonnier ; il | 00d52
comporter sur le marché conformément aux termes dudit accord". L’arrêt poursuit : "la | 04d05
la commission de délégation dudit Syndicat NEE. | 05d58
pour effet de fausser le jeu de la concurrence sur le fonctionnement dudit marché, sans | 05d58
Champcueil dans l’Essonne parce que l’aqueduc de la Vanne traverse l’enceinte dudit | 05d58
est strictement nécessaire au bon fonctionnement dudit service. En tout état de cause, ces | 05d58
pour effet de fausser le jeu de la concurrence sur le fonctionnement dudit marché, sans | 05d58
publiés sur le site dudit opérateur. Concernant le déploiement des outils spécifiques, le | 09d11
n’avait pas été méconnue par le franchiseur n’avait pas à être examinée au regard dudit | 06d24
distributeurs non agréés. Par ailleurs, les articles 2, paragraphe 1, et 3, paragraphe 1, dudit | 06d24
l’élection et par les avocats honoraires dudit barreau. A sa tête est élu pour deux ans un | 03d04
(cote 5918 VC), de la notification de la résiliation du contrat dudit agent commercial par courrier du | 15d14
Guyane en date du 28 décembre 2012 ayant pour objet d'abroger les articles 2, 5.1 et 6.1 dudit | 15d14
donné, Pernod Ricard (ou ses filiales en charge dudit Territoire) est en relation avec un seul | 15d14
l'accord vertical du champ d'application dudit règlement même si le seuil de part de | 03d42
dispositions de l'article 5 dudit règlement. | 03d42
l'article 5 dudit règlement. | 03d42
236. Toutefois, aux termes du point 39 dudit communiqué, cette méthode peut être adaptée dans | 15d01
dudit centre hospitalier. | 99d13
l'application dudit décret, précise : " Les articles 1er à 7 du décret n° 95-653 du 9 mai 1995 relatif au | 97d92
le ministre chargé de l’économie, procéder aux enquêtes nécessaires à l’application du livre IV dudit code ; qu’en application de l’article 20 du décret du 29 décembre 1986, le | 00d39
l’union départementale est même évoquée par l’un des membres dudit comité. | 01d55
dudit protocole soit communiqué à chaque diffuseur de presse ayant vocation à être | 07d32
" Les droits de diffusion télévisuelle dudit film sont cédés pour un passage télévisuel du film dans les conditions | 98d70
contesté, d'autre part de l'abrogation dudit règlement, prononcée le 29 novembre 1990, | 91d11
pour les prestations dudit outillage si CAPCOL ne confiait pas à la CIPHA les opérations | 07d28
plein droit à l’expiration dudit délai. | 07d28
directement ou par l’intermédiaire d’un agent ou de tout autre tiers " ; qu’aux termes de l’article 7 dudit contrat, la | 98d24
concédé ou pour celles concernant des ventes en dehors dudit territoire ; qu’enfin la société PSG fait valoir, sans être | 98d24
consultation lancée pour la réalisation dudit Projet, sans pouvoir s’intéresser ni directement ni indirectement, | 01d16
1er janvier 2004, conformément au délai de préavis de 3 mois prévu à l’article 4 dudit | 04d60
Considérant qu'il y a lieu, par application dudit article, d'infliger aux entreprises coupables | 92d37
concurrence est en mesure de statuer sur le caractère anticoncurrentiel ou non dudit plan; | 92d30
234. Cette argumentation présentée tardivement, soit plus de 5 ans après la rédaction dudit | 09d25
France a demandé à M. X…, par l’article 8 dudit protocole, de renoncer à toute instance ou | 03d70
syndicat à l'entreprise de M. Champetier et le paragraphe 4 organise une ingérence dudit | 90mc09
sélectionnés par le groupement ; que le gérant dudit groupement a précisé, lors de son | 93d49
lue en combinaison avec le I dudit article, que la sanction pécuniaire ne peut excéder | 13d03
Les services d’instruction n’auraient pas davantage cherché à connaître le contenu dudit | 13d21
la volonté des parties de se comporter sur le marché conformément aux termes dudit | 13d21
est exclu dès lors que l’article 3 dudit règlement prévoit que l’exemption par catégorie ne | 05d49
111. Le rapport du directeur des routes et des déplacements du conseil général de Maineet-Loire, daté du 8 décembre 2006, indique au sujet de l’examen des offres dudit | 10d39
communication d'un ordre du jour précis, relevant des seules attributions dudit | 10d39
que le démontrent les rapports de gestion dudit pôle, versés au dossier par SES en | 10d39
filiales. On relève ainsi, dans le rapport de gestion dudit pôle au 4ème trimestre 2004 | 10d39
L. 450-6 du dudit code, des pouvoirs d’instruction et d’enquête qui lui sont conférés par | 04d79
de laquelle a lieu l'élection et par les avocats honoraires ressortissant dudit barreau. A sa tête est élu pour | 97d29
AREA a déclaré ce groupement attributaire dudit marché. | 05d61
être repris à côté des signatures, pourrait ne pas correspondre à celle de sa signature dudit document ; | 01d59
l'Ordre de cesser la diffusion dudit contrat. | 97d45
l'Hébergement, applis ou par les centres d'appel dudit Hébergement (y compris par le | 15d06
dudit Rapport annuel. | 09d05
prestation est payable en une seule fois en début de période ; que le dernier article dudit contrat précise que la résiliation du contrat | 00mc08
qu’une indemnité ne lui soit réclamée », pour exciper de la nature administrative dudit | 09d26
Aux termes de l'article 9 dudit règlement, 'les organisations de producteurs peuvent fixer un | 95d78
expressément référence ; qu’en second lieu, dès lors que l’existence dudit acte est attestée et qu’il est | 02d48
qu'un arrêté ministériel du 1er décembre 1987 a porté extension des règles dudit Comité à | 96d60
l’année 1997, présentée le 15 décembre 1997 alors que l’exécution dudit tableau était pratiquement terminée, | 98mc01
français s’élevait à 16 351, selon le rapport annuel 2011 dudit Ordre. Il existe trois grandes | 13d14
seraient réalisées à perte est sans incidence sur l’existence dudit marché au sens du droit de | 13d14
les dispositions du 1 dudit règlement qui limitent aux constructeurs, aux porteurs de marque et | 95d50
dispositions du paragraphe 9 du 2 dudit règlement sont également prohibées par celles de | 95d50
dudit marché; | 94mc03
laquelle a lieu l'élection et par les avocats honoraires ressortissant dudit barreau. A sa tête est élu pour deux | 01d35
Aux termes de l’article L. 464-3 dudit code : « Si les mesures et injonctions prévues aux | 05d09
en application de l’article L. 464-2 dudit code. Précisément, l’injonction de publier la | 05d09
A priori, le PMU n’est pas en mesure de connaître la clientèle dudit réseau. En effet, alors | 14d04
l'application dudit règlement, l"incompétence du Conseil' s'étendrait à l"ensemble des | 95mc10
micro et la diffusion de films dans les stades ; que l'entrée en application dudit contrat pour | 95mc10
opérateurs du caractère illicite dudit groupement ». | 16d02
prohibées par l’article L. 420-1 dudit code. | 12d19
ordonnance et, par ailleurs, demandé au greffe dudit tribunal la communication de la requête de l’administration et des pièces qui | 00d20
dudit article précisent d’une part que « les tarifs des forfaits de soins des exploitants | 09d39
articles L. 462-1 à L. 462-4 dudit code. A cet égard, dans la décision n° 09-D-15 du | 09d22
distribués à des clients situés en dehors dudit territoire, sauf accord préalable et écrit de la société, | 98d62
les produits distribués à des clients situés en dehors dudit territoire, sauf accord préalable et écrit de la | 98d62
produits distribués à des clients situés en dehors dudit territoire, sauf accord préalable et écrit de la | 98d62
des clients situés en dehors dudit territoire, sauf accord préalable et écrit de la société " ainsi que de cesser | 98d62
L’article L. 1411-1 dudit code dispose que "les délégations de service public des personnes | 05d38
Polynésie française ; qu’en effet, aux termes dudit article 41-4 dans sa rédaction issue de la loi n° 89-25 du 17 janvier 1989, le Conseil | 00d64
rédaction du point 9 dudit protocole ; qu’il y a lieu d’enjoindre également à la société Logo de proposer à tous les | 02d36
entreprises détenant la quasi-totalité du marché et se livrant à une répartition dudit marché n'ont pas | 97d39
l’équilibre contractuel global dudit contrat cadre, le régime des résiliations anticipées | 15d09
ne pas enfreindre les articles L. 420-1 et L. 420-2 dudit code (cote 724). Elle précise | 10d07
un avis sur la demande dudit praticien. ( …). J’ai le regret de vous informer que ceux-ci | 11d18
d’Arcachon, propriétaire dudit matériel, au docteur X... est susceptible de révéler une | 11d18
donner l’accès à l’IRM opposé par le GCS IRM Bassin d’Arcachon, propriétaire dudit | 11d18
projet d’aménagement du plateau de Saclay ; la société TIPS assure actuellement les liaisons de transport collectif dudit plateau et, à ce | 00d68
dudit groupement et n'indique pas que ce dernier aurait eu pour objet, ou pour potentialité | 03d34
une modification abusive dudit contrat, dès lors que certaines clauses du contrat-type | 11d20
géographique dans laquelle est implantée le magasin objet dudit contrat et ce, pendant | 11d20
toute la durée restant à courir dudit contrat, sans que cette dernière puisse être inférieure à | 11d20
soumettent le franchisé à une obligation de non-concurrence pendant toute la durée dudit | 11d20
résiliation du présent contrat et sera valable pendant toute la durée restant à courir dudit | 11d20
durée restant à courir dudit contrat, sans pouvoir être inférieure à deux ans. Il est | 11d20
détergents dans les ventes dudit groupement; | 94d60
et conditions dudit contrat sera considéré comme un manquement essentiel, justifiant la résiliation de plein | 02d03
lettre du 5 mars 2001, mis en demeure la société Némo de respecter les clauses dudit contrat, sous peine | 02d03
NMPP, p. 23, soulignement ajouté), mais ne proposent une offre dudit logiciel de | 06d16
la Commission du Réseau tel que prévu à l’article 9 dudit Règlement | 12d16
dudit | 12d16
signature dudit contrat ». | 12d16
la société Médiaprogrès un délai de six mois avant le recâblage dudit code ; que dès lors, | 05d42
termes de l'article 2 dudit arrêté, l'établissement a pour activité l'exportation de médicaments, à l'exception de | 00mc14
un contrat préexistant, c’est-à-dire devient partie intégrante dudit contrat, dès lors, certes, | 07d03
l’exploitation de la sous-licence de brevet ou la fabrication dudit produit visé par le brevet, | 13d08
dont l’intitulé pouvait prêter à confusion, a été « défloquée » depuis l’établissement dudit | 11d15
produits et pouvaient donc bénéficier de l’exemption prévue à l’article 85, paragraphe 3 dudit | 03d69
exemption d'application du paragraphe 1 dudit article aux accords de distribution dits | 03d69
dudit contrat ainsi que les frais résultant du portage financier de la totalité des travaux. | 07d15
F.F.P.M. a préconisé l'envoi dudit document aux adhérents; | 94d08
laquelle a lieu l'élection et par les avocats honoraires ressortissant dudit barreau. A sa tête | 05d57
intéressée.(…) » et aux termes de l’article L. 464-3 dudit code : « Si les mesures et | 05d08
injonction prononcée en application de l’article L. 464-2 dudit code. Précisément, | 05d08
dudit produit le 21 juillet 2000. En outre, elle a remis deux courriers de Lilly France en | 05d72
sélective organisé de manière contractuelle entre le fabricant et les membres dudit réseau. | 05d72
au cours de laquelle a lieu l'élection et par les avocats honoraires ressortissant dudit barreau. A sa tête est | 97d30
un avis sur la demande dudit praticien. ( …). J’ai le regret de vous informer que ceux-ci | 10d25
du directeur du centre hospitalier en sens opposé à la position dudit conseil semble | 10d25
doit être saisi afin d’émettre un avis sur la demande dudit praticien. | 10d25
succèdent pas à un membre dudit groupement. Dans le cas des taxis de Belfort, le Conseil a | 10d15
le départ dudit taxi, avec un plafond de 100 000 FF » (article 31) ». | 10d15
S'agissant des obligations de Bic Sport, l'article 11 dudit contrat prévoit notamment que 'Bic | 95d14
Edismart, prévu à l'article 14 dudit contrat. | 03d23
soit pas soumis au code des marchés publics, je suis le principe de la procédure dudit | 10d04
la procédure dudit code. En ce qui concerne les tables d'opérations, j'ai lancé une | 10d04
mois après l’adoption par le Conseil dudit avis de clémence, une pratique de répartition de | 13d12
qu’il en résulte que la qualification de prix abusivement bas, au titre dudit article, demande que deux | 02d64
faibles quantités de granulats écoulés dans le cadre dudit marché; | 94d12
alternatifs. Selon le point 46 dudit arrêt Bronner, pour pouvoir admettre l’existence | 14d06
fonctionnement dudit marché, sans qu’il y ait besoin de rapporter la preuve du caractère | 14d06
pris connaissance dudit arrêt, dans sa circulaire du 20 décembre 2002 : « La nouvelle | 07d41
dudit règlement, qui dispose que : « Après avoir consulté les États membres et entendu les | 12d08
50). Toutefois, au paragraphe 64 dudit avis, le Conseil avait précisé que « le progrès | 12d08
L’article L. 1411-1 dudit code dispose que, " les délégations de service public des personnes morales de | 01d77
laquelle a lieu l’élection et par les avocats honoraires ressortissant dudit barreau. A sa tête est élu pour deux | 98d07
par la société Elf Antargaz en raison de l'inobservation des dispositions dudit contrat | 91d29
316 dudit règlement sont consacrés aux règles relatives aux équipements des joueurs. | 97d71
directement auprès du " sponsor ", soit auprès du représentant local dudit " sponsor ". | 97d71
de bactéries par gramme (article 5 dudit décret). | 14d08
laquelle a lieu l'élection et par les avocats honoraires ressortissant dudit barreau. A sa tête | 05d56
objectif d'accroître la stabilité et l'efficacité de fonctionnement dudit système (…) et, | 10d28
prix finaux. Au contraire, il ressort dudit article 81, paragraphe 1, sous a), CE qu’un accord | 10d28
atteinte au marché du matériel informatique indispensable au fonctionnement dudit logiciel ; | 96mc02
d’une éventuelle défaillance ou imperfection dudit système », et que de plus, ils « ne | 96mc02
plusieurs clauses dudit contrat relatives à la levée anticipée de l’option ou au coût de la résiliation à la | 99d61
avant le 1er janvier de l’année au cours de laquelle a lieu l’élection et par les avocats honoraires ressortissant dudit barreau. | 98d01
Mais considérant tout d’abord qu’il est mentionné en haut dudit document " chantier Corbeil (création départ club) " ; que cette | 98d30
commune a exercé à son profit le droit de rétrocession dudit terrain prévu aux articles 5 et | 05d39
Sont considérées comme des œuvres de l’esprit au sens dudit code « les œuvres | 10d34
ou futures, constituant le répertoire dudit organisme aux conditions déterminées par l’auteur ou ses ayants | 01d26
l’article 2 dudit règlement ne s’applique pas à un contrat de distribution sélective qui | 12d23
conditions, la seule application dudit protocole d’accord par le [praticien] ne saurait | 09d07
répertoire dudit organisme aux conditions déterminées par l’auteur ou ses ayants droit ». | 05d16
d’application de l’article L. 420-1 du code de commerce, défini à l’article L. 410-1 dudit | 05d14
il convient de laisser à la seule charge dudit SABV les frais et diligences liés à l’obligation | 05d14
au cours de laquelle a lieu l'élection et par les avocats honoraires ressortissant dudit barreau. A sa tête est | 97d09
d'entrée. Le montant de ce droit se calcule sur la base des cotisations dues depuis le départ dudit taxi, | 97d54
depuis le départ dudit taxi, avec un plafond de 100 000 FF " ; que le retrait d'un membre du GIE-TRT est | 97d54
Considérant que l’édition dudit serveur a été préparée dans un contexte d’opposition des membres de cette association à l’entrée de la | 01d41
honoraires ressortissant dudit barreau. A sa tête est élu pour deux ans un bâtonnier ; il représente le | 96d79
d'avoir une incidence sur le déroulement dudit projet", mais encore "…s'interdit de | 03d54
concurrence ayant abouti à confier la concession dudit local à la société Hachette; qu'elle | 91d20
dudit acte ". | 00d16
honoraires ressortissant dudit barreau. A sa tête est élu pour deux ans un bâtonnier ; il représente le | 96d78
d’arrêt d’Osny en vertu d’un mémoire technique qui est une pièce particulière dudit marché (article 2 du CCATP). | 00d27
L. 463-1 et L. 463-2 dudit code ; que le collège du Conseil de la concurrence est, pour | 15d19
lequel il s’insère. Dans le cadre de l’appréciation dudit contexte, il y a lieu également | 15d19
s’insère. Dans le cadre de l’appréciation dudit contexte, il y a lieu également de prendre en | 15d19
souligne qu’« une telle interprétation dudit point imposerait d’ailleurs à la Commission, afin | 15d19
du marché par arrêté préfectoral n° 96-608 du 15 novembre 1996, pris sur avis du conseil de discipline dudit marché ; | 97d13
dans la saisine au fond sont appuyées d’éléments suffisamment probants, au sens de l’article L. 464-1 dudit code, pour lui permettre de | 00mc16
et de la concurrence sont « énumérés » à l’annexe V dudit décret. | 11d01
dudit décret a été introduite dans les décrets de 1988 relatifs aux prix à la Guadeloupe, la | 11d01
Par ailleurs, s’agissant des produits et services mentionnés à l’article 6 dudit décret, | 11d01
selon la procédure de l’appel d’offres restreint prévue aux articles 295 à 300 dudit code. Ces marchés concernent les travaux | 01d14
35 % [ou 30 %] dudit total en cas de résiliation de la 4ème à la 6ème année incluse ; | 98d52
application de l'article L. 464-3 dudit code. | 03d24
dudit procès-verbal; | 94d19
l'ordonnance du 1er décembre 1986, a effectivement reçu le double dudit procès-verbal; | 94d19
quant à l’application dudit ratio. | 14d11
concurrence, SNCF proposera à l'Autorité le nom dudit tiers ainsi qu’une lettre de | 14d11
connaissance dudit document et s’engagent à en respecter le contenu. Le non-respect de | 14d11
concurrence, SNCF proposera à l'Autorité le nom dudit mandataire ainsi qu’une lettre de | 14d11
de commerce et pourrait également être qualifiée au titre de l’article L. 420-5 du dudit code prohibant les | 02d38
d’avoir, à tout le moins, mis en œuvre une entente du prix de vente dudit produit dont il | 04d07
(+ 0,30 franc) ou d’avoir à tout le moins mis en œuvre une entente du prix de vente dudit | 04d07
soumis à consultation dans la présente procédure, soutient que le caractère incomplet dudit dossier porte | 99d50
l'article R. 5015-30 dudit code énonçant le principe du libre choix du pharmacien par les | 92d27
honoraires ressortissant dudit barreau. A sa tête est élu pour deux ans un bâtonnier ; il représente le | 96d69
que de 8,7 % au revenu de 180 000 F dudit échantillon national. | 06d17
remettre en cause la régularité dudit procès-verbal et que, dès lors, il n’y a pas lieu de l’écarter des débats ; | 00d47
clos, s’élève à 82 millions de francs ; qu’au vu des éléments généraux et individuels tels qu’appréciés cidessus et, eu égard au fait que la société a présenté un résultat déficitaire de 511 000 francs à la clôture dudit | 01d67
dudit code, peuvent saisir le Conseil pour toute affaire qui concerne les intérêts dont ils ont | 10d08
dudit article 21, le rapport était accompagné, notamment, 'des documents sur lesquels se fonde | 95d41
Indépendants ont proposé de modifier le préambule dudit code en rappelant que "la | 07d17
demande, formulée un an avant la tenue dudit salon, ne pouvait s’analyser comme un boycott ; | 97d83
demande, formulée un an avant la tenue dudit salon, ne pouvait s’analyser comme un boycott ; | 97d83
mentionnée à l’article L. 464-6-2, sous b), dudit code. Il s’agit d’une appréciation in | 07d25
conforme aux dispositions de l'article 5, sous c), dudit règlement. Elle est donc couverte | 07d25
L’article L. 464-5 dudit code prévoit que dans ce cas, la sanction pécuniaire ne peut | 07d25
mon admission au sein dudit GIE. Vous n’êtes pas sans savoir, à ce propos, que je remplis toutes les conditions requises. Vous avez | 01d32
La conséquence directe de l’interdiction énoncée par l’article précité se trouve inscrite à l’article 9 " Sanctions ". Aux termes dudit | 01d32
entreprises produisant du comté pour se faire délivrer des plaques d’identification dudit fromage, pratiques | 98d54
dispositions de l’article L 462-8 dudit code, | 00d48
contrat du 14 décembre 2011 en application de l’article 15.2 dudit contrat 40. | 14mc01
exprimée la volonté des parties de se comporter sur le marché conformément aux termes dudit accord" ; que | 02mc09
l’article L. 420-2 du code de commerce ; qu’il y a donc lieu d’appliquer les dispositions de l’article L. 464-6 dudit code, | 00d57
l’élection et par les avocats honoraires dudit barreau. A sa tête est élu pour deux ans un | 03d03
candidats seraient susceptibles d’assurer un même transport, attribution dudit trajet à celui ayant proposé le | 98d55
le recours à une délégation de service public pour l’exploitation dudit service, englobant | 11d16
qui, en tant que tel, a été jugé le plus à même de garantir la bonne exécution dudit service | 11d16
routage et au traitement dudit fichier. | 13d06
correspondant aux frais de développement dudit protocole." (mémoire du 12 décembre | 04d09
conformément aux dispositions du deuxième alinéa dudit article; que, dès lors, le syndicat | 91d07
chiffres qui émanent, soit de l’AFCA, soit dudit groupe. | 08d20
déclarations d’un des directeurs commerciaux dudit groupe, le 12 juin 2001, aux termes | 08d20
caractère très concurrentiel précité dudit marché. Nous sommes d’ailleurs actuellement | 05d65
l'importance et du nombre des entreprises et du volume dudit marché.". | 05d65
750 000 F à celle dudit groupement et que le critère du prix n'avait donc pas été pris en | 04d58
précise la procédure définie dans les dispositions combinées dudit article et de la nouvelle loi | 03d67
mandataire dûment habilité pour acheter et, le cas échéant, prendre livraison dudit | 03d67
politique de mise à disposition systématique des utilisateurs de cuves permettant la mise en œuvre dudit produit ; | 01d23
l’impossibilité de proposer à ses clients les évaporateurs qui sont indispensables à la mise en œuvre dudit produit. | 01d23
desquels sont indiqués des numéros de téléphone. Dans trois cas (Razel, Bachy et FougerolleBallot), la mention "fait" est apposée. Le recto dudit feuillet porte la date du 23 mars 1995. La | 06d07
l’offre, engager le groupement Sade/Sif Bachy alors que la compétitivité de l’offre dudit | 06d07
livre IV dudit code ; qu’en application de l’article 20 du décret du 29 décembre 1986, le rapporteur peut, | 02d14
qu'aux termes de l'article 2 dudit arrêté, l'établissement a pour activité l'exportation (DOM/TOM exclus) de | 01mc04
exprimée la volonté des parties de se comporter sur le marché conformément aux termes dudit accord " ; que | 01mc04
opérateurs "concernés par les dispositions de l’article L. 34-8 [dudit code] et considérés comme exerçant | 01a15
L. 420-1 et L. 420-2 dudit code ou des articles 81 et 82 du traité CE. Seule, une saisine | 04a14
dudit code et considérés comme exerçant une influence significative sur le marché des | 03a13
L. 463-1 et suivants dudit code sont, en effet, de nature à conduire à une appréciation | 10a29
concernés par l’article L. 34-8 dudit code comme exerçant une influence significative sur le marché des | 98a19
l’article L. 34-8 dudit code comme exerçant une influence significative sur le marché des | 98a19
objet de restreindre la concurrence au sens dudit article du traité »274. | 13a24
100 dudit chiffre d'affaires, et quelques opérateurs indépendants dont la société Bac Films est | 93a01
moins la destinée dudit produit fait l’objet d’accords. A priori, le fait que des entreprises | 07a04
être considéré comme un parasitisme dudit investissement. | 07a04
concurrence d’apprécier à tout le moins le caractère objectif et proportionné dudit tarif. | 10a14
d’une action au profit dudit producteur et non comme subissant ce qui aurait été décidé par | 06a07
mise en œuvre d’une procédure contradictoire prévue au livre IV dudit code sont de nature | 10a07
pratiques au regard des dispositions des articles L. 420-1 et L. 420-2 dudit code. Elle ne peut | 14a03
dudit décret : | 10a20
Dans le cadre de l’application du II dudit article, il est prévu que la convention conclue | 10a20
précités pour décider de la mise en œuvre dudit article, sauf à encourir le risque d’un | 10a20
recourir aux dispositions dudit article 18. | 10a20
répétitif éventuel dudit manquement, conformément à ce qui est prévu au règlement | 06a09
décret, permettrait d'assurer une gestion plus efficace dudit secteur ainsi qu'une plus grande transparence | 02a03
procédure pleinement contradictoire, prévue par les articles L. 463-1 et suivants dudit | 05a06
Vu le livre IV du code de commerce et notamment l’article L. 410-2 dudit code ; | 00a23
partie des échéances dudit prêt, les dispositions suivantes sont obligatoirement | 09a49
partie des échéances dudit prêt, les dispositions suivantes sont obligatoirement | 09a49
notamment, l’article L. 462-1 dudit code, et le décret 2002-689 du 30 avril 2002 fixant ses | 05a23
dudit code, sont de nature à permettre une appréciation de la licéité de la pratique | 04a21
distributeurs] d’orientation dudit prix dans le respect des règles de concurrence. » | 09a48
Vu le livre IV du code commerce et, notamment, l'article L. 410-2 dudit code, et le décret | 02a09
opérateurs susceptibles d’être concernés par l’article L. 34-8 dudit code comme exerçant une influence | 01a12
pratiques au regard des dispositions des articles L. 420-1 et L. 420-2 dudit code ou des | 04a02
Vu le livre IV du code commerce et, notamment, l'article L. 462-1 dudit code, et le décret | 03a06
une part de 11,9 % sur ce même marché ; qu’à l’issue de la présente opération, ce groupe détiendra 32,7% dudit marché ; que, sur la | 99a14
dudit marché ; qu’à l’exception du groupe Cadbury-Schweppes avec ses marques " Schweppes Indian Tonic ", " Schweppes Dry ", | 99a14
complémentaires sur autoroutes en service (ICAS) dudit plan, qui représentent ensemble | 14a13
rémunération substantiellement assurée par les résultats de l’exploitation dudit service. | 14a13
concessions (1). Toutefois, selon le rapport d’exécution dudit « Paquet vert » transmis par | 14a13
application dudit Plan, les concessionnaires existants se verront attribuer de gré à gré, sans | 14a13
décret, qu’elles aient pour objet un transport terrestre, maritime ou aérien, sont énumérées à l’article 1er dudit | 98a08
l’article L. 34-8 dudit code et considérés comme exerçant une influence significative sur le | 02a10
dispositions des articles L. 420-1 et L. 420-2 dudit code. Seules une saisine contentieuse et la | 04a01
commerce, de qualifier des pratiques au regard des dispositions des articles L. 420-1 et L. 420-2 dudit code. | 01a14
des prestations fournies, de l'importance et du nombre des entreprises et du volume dudit | 11a20
mise en œuvre d’une procédure contradictoire prévue au livre IV dudit code sont de nature | 13a02
dudit bien, sert alors d’indicateur pour déterminer le choix entre plusieurs solutions. | 98a05
santé territorialement compétente règle l’organisation dudit système. | 12a18
concurrence au sens dudit article du traité » 78 (soulignement ajouté). | 12a18
mise en œuvre d’une procédure contradictoire prévue au livre IV dudit code sont de nature | 12a02
dispositions des articles L. 420-1 et L.420-2 dudit code. Seule, une saisine contentieuse | 04a23
