de la concurrence de pratiques de la société Quantel S.A. (ci-après QL.S.A.) ; | 91d53
aux pratiques des entreprises du réseau à l'enseigne 'Troc de l'île'. Cette décision a été notifiée | 95d29
relative à des pratiques mises en œuvre par | 07d05
application de l'article L. 462-5 du code de commerce, d'un dossier relatif à des pratiques | 07d05
remboursables par l’assurance maladie comme « l’ensemble des méthodes et des pratiques | 07d05
Appareillage, nous tenons à souligner l’extrême danger des pratiques de ‘remises aux | 07d05
l’UFOP a été informé de votre lettre du 3 mai concernant les pratiques de certaines | 07d05
Dans sa décision n° 97-D-45 du 10 juin 1997 relative à des pratiques mises en œuvre par le | 07d05
pratiques mises en œuvre dans le secteur des transports sanitaires de skieurs accidentés). | 07d05
articles L. 420-1 et L. 420-2 les pratiques : « (…) dont les auteurs peuvent justifier qu'elles | 07d05
n° 04-D-39 du 3 août 2004 relative à des pratiques mises en œuvre dans les secteurs de | 07d05
ou du groupe auquel l’entreprise appartient et à l’éventuelle réitération de pratiques | 07d05
causé à l’économie par ces pratiques est indépendant du dommage souffert par le | 07d05
des pratiques ayant affecté l’attribution de marchés publics et privés dans le secteur de | 07d05
Conseil de la concurrence n° 06-D-30 du 18 octobre 2006 relative à des pratiques mises en | 07d05
pratiques condamnées, il y a lieu d’ordonner à l’UFOP de faire publier à ses frais dans le | 07d05
pratiques mises en œuvre par l’Union française des orthoprothésistes (UFOP) sur le | 07d05
Conseil de la concurrence de pratiques du Groupement des Taxis Laurentins qu’il estime anticoncurrentielles | 98mc10
relative à des pratiques constatées dans le secteur de la marbrerie funéraire | 92d33
pratiques constatées dans le secteur de la marbrerie funéraire de la région toulousaine; | 92d33
B. - Les pratiques constatées | 92d33
Sur l'imputabilité des pratiques constatées : | 92d33
Sur les pratiques constatées : | 92d33
sans portée, dès lors que les pratiques en cause avaient un objet et pouvaient avoir des effets | 92d33
relative à des pratiques mises en œuvre dans le secteur | 12d10
pratiques mises en œuvre par la société Purina Petcare France ; | 12d10
b) Sur l’objet et les effets anticoncurrentiels des pratiques mises en œuvre par | 12d10
Sur les pratiques mises en œuvre par NPPF et ses distributeurs ..................... 34 | 12d10
Sur les pratiques mises en œuvre par Royal Canin et ses distributeurs ........... 38 | 12d10
Sur l’imputabilité des pratiques aux sociétés Hill’s et Colgate Palmolive ....... 45 | 12d10
b) Sur la durée des pratiques ................................................................................ 53 | 12d10
l’économie, des finances et de l’industrie a saisi le Conseil de la concurrence de pratiques | 12d10
par des circuits spécialisés, susceptibles d’être qualifiées de pratiques anticoncurrentielles | 12d10
du 22 juin 2005, relative à des pratiques mises en œuvre par la société Royal Canin et son | 12d10
autres pays européens pendant la durée pendant laquelle les pratiques ont été observées. | 12d10
Nestlé. Ces pratiques ont eu pour objet ou pour effet d’empêcher, de fausser ou de | 12d10
restreindre la concurrence intramarque et intermarque entre 2004 et 2008. Ces pratiques | 12d10
pratiques ont eu pour objet ou pour effet d’empêcher, de fausser ou de restreindre la | 12d10
concurrence intramarque et intermarque entre 2004 et 2008. Ces pratiques sont prohibées | 12d10
secs pour chiens et pour chats exclusivement aux produits Hill’s. Ces pratiques ont eu | 12d10
intramarque et intermarque entre 2004 et 2007. Ces pratiques sont prohibées par les | 12d10
pratiques visées par la notification des griefs, mais également la qualification qui en a été | 12d10
sa responsabilité dans la mise en œuvre de ces pratiques. Cette renonciation doit, sur | 12d10
n° 04-D-42 du 4 août 2004 relative à des pratiques mises en œuvre dans le cadre du marché | 12d10
n° 06-D-09 du 11 avril 2006 relative à des pratiques mises en œuvre dans le secteur de la | 12d10
du 22 décembre 2010 relative à des pratiques mises en œuvre dans le secteur de la | 12d10
24 février 2011 relative à des pratiques mises en œuvre dans le secteur des travaux de | 12d10
pratiques constatées aux paragraphes 16 à 128 ci-dessus et commises par les parties | 12d10
que par un souci de clarté que l’Autorité rappellera dans sa décision les pratiques établies | 12d10
138. Hill’s soutient que la notification de griefs ne pouvait viser des pratiques plus larges que | 12d10
considéré que : « le Conseil qui est saisi in rem de l’ensemble des faits et pratiques | 12d10
les pratiques révélées par les investigations auxquelles il a procédé à la suite de sa saisine | 12d10
celles qui lui ont été dénoncées ; qu’il peut également retenir, parmi ces pratiques, celles | 12d10
pratiques mises en œuvre sur les marchés de la vente d’aliments pour les chiens et pour les | 12d10
141. Comme il a été constaté aux paragraphes 11 à 128 ci-dessus, les pratiques notifiées à | 12d10
les pratiques mises en œuvre par Hill’s sur les marchés précités, même si cette société | 12d10
n’était pas explicitement visée par la saisine, dès lors que ces pratiques figuraient dans la | 12d10
pratiques abusives d’entreprises qui sont susceptibles d’affecter le commerce entre États | 12d10
146. Les pratiques examinées dans la présente affaire sont des accords verticaux conclus dans le | 12d10
distributeurs et leur capacité à se livrer à des ventes passives. Ces pratiques ont été mises | 12d10
lieu de rappeler que les trois fabricants concernés par les pratiques représentaient | 12d10
148. Il résulte de ce qui précède que les pratiques en cause dans la présente affaire sont | 12d10
150. En droit interne, l’Autorité considère de même que, lorsque les pratiques qui ont fait l’objet | 12d10
permettre d’apprécier l’incidence des pratiques en cause sur la concurrence (décision | 12d10
n° 11-D-19 du 15 décembre 2011 relative à des pratiques mises en œuvre dans le secteur | 12d10
pratiques en cause dans la présente affaire peuvent être définis comme ceux de la vente | 12d10
b) Sur l’objet et les effets anticoncurrentiels des pratiques mises en œuvre par les | 12d10
Sur les pratiques mises en œuvre par NPPF et ses distributeurs | 12d10
considéré des pratiques de prix de revente imposés revêtant différentes formes comme | 12d10
peuvent revêtir le caractère de pratiques anticoncurrentielles par leur objet même. Le | 12d10
ses distributeurs ne constituent pas, en principe, des pratiques anticoncurrentielles par leur | 12d10
pratiques mises en œuvre sur le marché de la boule de pétanque de compétition, | 12d10
paragraphe 79, n° 10-D-32 du 16 novembre 2010 relative à des pratiques dans le secteur de | 12d10
pratiques mises en œuvre par la société Accentiv'Kadéos, paragraphe 91. Voir également, | 12d10
en ce sens, la décision n° 09-D-36 du 9 décembre 2009 relative à des pratiques mises en | 12d10
167. Il n’est pas non plus contesté que, en mettant en œuvre ces pratiques, qui se sont étendues | 12d10
171. Il n’est pas non plus contesté que, en mettant en œuvre ces pratiques, qui se sont déroulées | 12d10
173. Il n’est pas contesté, par ailleurs, que ces pratiques restreignent la concurrence, en ce | 12d10
répercuter cette réduction sur les prix de détail. Ces pratiques, qui n’ont pas été contestées | 12d10
l’espèce d’examiner en outre si leurs effets se sont cumulés avec ceux des pratiques mises | 12d10
Conclusion sur les pratiques mises en œuvre par NPPF | 12d10
178. L’ensemble des pratiques mises en œuvre par NPPF a tendu à restreindre la concurrence | 12d10
Ces pratiques, dont la matérialité, la qualification juridique et l’imputabilité n’ont pas été | 12d10
Sur les pratiques mises en œuvre par Royal Canin et ses distributeurs | 12d10
193. L’ensemble des pratiques mises en œuvre par Royal Canin a tendu à restreindre la | 12d10
pour chats. Ces pratiques, dont la matérialité, la qualification juridique et l’imputabilité | 12d10
Conclusion sur les pratiques mises en œuvre par Royal Canin | 12d10
pratiques d’entente avec ses distributeurs ayant tendu à restreindre la concurrence sur le | 12d10
de la sanction, mais pas de la qualification des pratiques. | 12d10
205. Il convient d’ajouter que les pratiques d’interdiction d’exporter ou de restriction des ventes | 12d10
de pratiques concertées, (JO L 336/21 du 29 décembre 1999) applicable en l’espèce | 12d10
compte tenu de la période pendant laquelle se sont déroulées les pratiques, tel qu’il est | 12d10
considèrent ces pratiques comme des « restrictions caractérisées ». | 12d10
pratiques concertées qui sont conclus entre deux ou plusieurs entreprises dont chacune | 12d10
fait d’un trop faible poids sur le marché, à l’éventuel effet cumulatif que les pratiques | 12d10
pratiques en cause puissent elles-mêmes être considérées comme ayant des effets | 12d10
pourrait en effet se voir reprocher les conséquences de pratiques essentiellement | 12d10
verrouillage attribuable à des pratiques imputables à d’autres opérateurs présents sur le | 12d10
relative à des pratiques mises en œuvre par Orange Caraïbe et France Télécom sur | 12d10
pratiques à la société mère (arrêts de la Cour de justice du 10 septembre 2009, Akzo Nobel | 12d10
filiale de prouver que la société mère ait été directement impliquée dans les pratiques, ou | 12d10
Sur l’imputabilité des pratiques aux sociétés NPPF et Nestlé SA et Royal Canin et | 12d10
à ne contester ni la réalité des pratiques relevées – à la fois dans leur matérialité et leur | 12d10
pratiques leur soient imputables. | 12d10
226. Il y a donc lieu d’imputer les pratiques aux sociétés NPPF et Royal Canin en tant | 12d10
qu’auteurs des pratiques ainsi qu’aux sociétés Nestlé SA et Mars Incorporated, en leur | 12d10
Sur l’imputabilité des pratiques aux sociétés Hill’s et Colgate Palmolive | 12d10
232. Il résulte de ce qui précède qu’il convient d’imputer les pratiques à la société Hill’s en tant | 12d10
qu’auteur des pratiques ainsi qu’à la société Colgate Palmolive, en sa qualité de société | 12d10
pratiques anticoncurrentielles interdites par les articles L. 420-1 du code de commerce et | 12d10
exercices clos depuis l’exercice précédant celui au cours duquel les pratiques ont été mises | 12d10
réitération de pratiques prohibées par le [titre VI du livre IV du code de commerce]. Elles | 12d10
236. En l’espèce, l’Autorité appréciera ces critères légaux selon les modalités pratiques décrites | 12d10
des marchés en cause, d’une part, et à l’objet général des pratiques, d’autre part, d’infliger | 12d10
chats destinée aux circuits spécialisés et au fait que les pratiques ont, considérées dans leur | 12d10
et même valeur des ventes, en relation avec l’ensemble des pratiques en cause. | 12d10
pratiques constatées. Les appréciations de l’Autorité à cet égard trouveront une traduction | 12d10
248. La durée des pratiques constituant un facteur pertinent pour apprécier tant la gravité des | 12d10
l’objet d’une prise en compte sous ce double angle selon les modalités pratiques décrites | 12d10
cas de Royal Canin. Ces pratiques, si elles ne sont pas regardées avec autant de sévérité | 12d10
que les ententes horizontales, figurent parmi les plus graves des pratiques | 12d10
situés en dehors du territoire national. De telles pratiques anticoncurrentielles sont | 12d10
clientèle, et des exclusivités territoriales. Ces pratiques, qui ont eu pour effet réel ou | 12d10
multiples pratiquesaffectant des paramètres de concurrence distincts, tout en poursuivant le | 12d10
décision n° 09-D-36 du 9 décembre 2009 relative à des pratiques mises en œuvre par | 12d10
252. Toutefois, il n’est pas établi que les pratiques mises en œuvre par NPPF, Royal Canin et | 12d10
une seule et même décision des pratiques distinctes, mises en œuvre par des opérateurs | 12d10
par chacune de ces pratiques. | 12d10
pratiques en cause, mais s’apprécie en fonction de la perturbation générale apportée par ces | 12d10
pratiques à l’économie (voir, par exemple, l’arrêt de la cour d’appel de Paris du 8 octobre | 12d10
engendrée par les pratiques en cause (arrêt de la cour d’appel de Paris du 30 juin 2011, | 12d10
spécialisés. Si les pratiques mises en œuvre par NPPF ont concerné l’ensemble des | 12d10
produits. Par ailleurs, s’agissant des pratiques de prix imposés, alors que la pratique mise | 12d10
pratiques de prix de revente imposés en cause ont privé les détaillants concernés de la | 12d10
décision n° 05-D-32 du 22 juin 2005 relative à des pratiques mises en œuvre par la société | 12d10
du 11 juin 2008 relative à des pratiques relevées dans le secteur de l’entretien courant des | 12d10
261. Toutefois, comme le soulignent NPPF et Royal Canin, les différentes pratiques | 12d10
de la revente en gros. De ce fait, les pratiques mises en œuvre sur le marché amont de | 12d10
négociation pendant la durée des pratiques du fait de leur négociation directe avec les | 12d10
fournisseurs. Il en résulte que les pratiques de prix imposés mises en œuvre par NPPF et | 12d10
263. En ce sens, la conjonction des différentes pratiques mises en œuvre par NPPF et Royal | 12d10
264. Il résulte de ce qui précède que le dommage à l’économie résultant des pratiques mises en | 12d10
b) Sur la durée des pratiques | 12d10
l’Autorité s’est engagée à prendre en compte leur durée selon les modalités pratiques | 12d10
Canin ont mis en œuvre plusieurs pratiques d’entente avec leurs grossistes-distributeurs, à | 12d10
différentes pratiques mises en œuvre par NPPF, Royal Canin et Hill’s, de la façon | 12d10
l’importance du dommage causé à l’économie par les pratiques en cause telles qu’elles ont | 12d10
de l’Autorité du 26 janvier 2011 relative à des pratiques mises en œuvre dans le secteur de | 12d10
du 15 octobre 2007 relative à des pratiques mises en œuvre par la société France Télécom | 12d10
des nouvelles pratiques ; | 12d10
sur les nouvelles pratiques ; | 12d10
- le délai écoulé entre le précédent constat d’infraction et la début des nouvelles pratiques | 12d10
conditions, la décision n° 09-D-36 du 9 décembre 2009 relative à des pratiques mises en | 12d10
290. En l’espèce, Royal Canin a mis en œuvre plusieurs pratiques d’entente, qualifiées aux | 12d10
paragraphes 180 à 194 ci-dessus. Ces pratiques anticoncurrentielles ont été mises en œuvre | 12d10
2005 précitée, de pratiques de prix de vente imposés et d’accords de restriction de clientèle | 12d10
pratiques en cause en l’espèce. | 12d10
Mars Incorporated selon lesquelles la poursuite partielle des pratiques serait due à | 12d10
pour animaux et non à une volonté de réitérer ces pratiques. En effet, la décision de Royal | 12d10
réitération n’est pas remis en cause par la circonstance qu’il a été mis fin aux pratiques | 12d10
2007 relative à des pratiques mises en œuvre dans le secteur de la location-entretien de | 12d10
linge, paragraphe 129, n° 08-D-13 du 11 juin 2008 relative à des pratiques relevées dans le | 12d10
relative à des pratiques mises en œuvre dans le secteur du travail temporaire, paragraphe | 12d10
155, et n° 11-D-17 du 8 décembre 2011 relative à des pratiques mises en œuvre dans le | 12d10
décisions n° 07-D-21 du Conseil du 26 juin 2007 relative à des pratiques mises en œuvre | 12d10
2008 relative à des pratiques relevées dans le secteur de l’entretien courant des locaux, | 12d10
paragraphes 101 à 106, et n° 09-D-05 du 2 février 2009 relative à des pratiques mises en | 12d10
312. Comme indiqué plus haut au paragraphe 225, Nestlé SA doit se voir imputer les pratiques | 12d10
pratiques visées au paragraphe 129 ci-dessus en tant que société-mère de la société Royal | 12d10
doit se voir imputer les pratiques visées au paragraphe 129 ci-dessus en tant que sociétémère de la société Hill’s. Elle doit donc être tenue pour responsable solidairement et | 12d10
Article 3 : Il n’est pas établi que les pratiques visées par le premier grief notifié aux | 12d10
relative à des pratiques relevées dans le secteur | 99d84
Il menace d’abord, à partir du 15 octobre 1991, de porter toutes les pratiques allant dans ce sens à | 99d84
pratiques concertées sur différentes variétés de charbon ; | 99d84
conséquence, c’est à juste titre que les pratiques en cause, impliquant son activité de détaillant, | 99d84
dossier ; que néanmoins leur retrait est sans incidence sur la procédure, les pratiques retenues | 99d84
concernaient d'éventuelles pratiques anticoncurrentielles ; | 99d84
Sur les pratiques relevées | 99d84
En ce qui concerne les pratiques dans le Pas-de-Calais : | 99d84
Considérant qu’aucun grief n’est maintenu par le rapporteur en ce qui concerne les pratiques | 99d84
sur le marché du fioul et du charbon dans le département du Nord ; que de telles pratiques | 99d84
la contribution au progrès économique des pratiques en cause, en soutenant qu’elles auraient | 99d84
telles pratiques ont pour objet de restreindre la concurrence pour les produits dont il s’agit et, loin | 99d84
Sur l'imputabilité des pratiques | 99d84
combustibles du Nord-Pas-de-Calais ; qu'en conséquence, les pratiques constatées dans le Nord | 99d84
la concurrence peut ordonner aux intéressés de mettre fin aux pratiques anticoncurrentielles | 99d84
Considérant que la gravité des pratiques en cause doit être appréciée au regard du fait que le | 99d84
caractère illicite de ces pratiques ; qu’il en avait été averti tant par les services locaux de la | 99d84
Nord-Pas-de-Calais, pour les pratiques constatées dans le département du Nord, a enfreint les | 99d84
a saisi le Conseil de la concurrence de pratiques mises en oeuvre par le groupement d'intérêt | 95d65
lesquelles lesdites sociétés ont saisi le Conseil de la concurrence de pratiques d'Electricité de | 95mc15
relative aux pratiques mises en œuvre | 03d66
(SPEA) a saisi le Conseil de la concurrence d’un dossier relatif à des pratiques mises en | 03d66
de pratiques qui seraient mises en œuvre par les constructeurs automobiles PSA et Renault, | 03d66
de ces pratiques et de prendre des sanctions financières graves (suppression des POC, des | 03d66
à lutter de manière extrêmement ferme contre toutes les pratiques entraînant la | 03d66
vocation ni qualité pour agir dans la mesure où les pratiques dénoncées, si elles étaient | 03d66
automobile". Les pratiques contestées, qui visent à restreindre l’activité de certaines | 03d66
détail, ces pratiques ayant pour effet de cloisonner les marchés nationaux et de freiner la | 03d66
extrêmement ferme contre toutes les pratiques entraînant la déstabilisation de notre Réseau, | 03d66
relative à des pratiques mises en œuvre dans le secteur de l’expertise des objets d’art et de | 98d81
Conseil de la concurrence de pratiques relevées dans le secteur de l’expertise d’art ; | 98d81
B. - Les pratiques relevées | 98d81
de trois ans ", les pratiques qui leur sont reprochées seraient prescrites ; | 98d81
sanction de pratiques susceptibles d’être qualifiées sur le fondement du titre III de l’ordonnance du | 98d81
saisine ministérielle, ni par les qualifications proposées ; qu’il peut examiner les pratiques | 98d81
anticoncurrentielles révélées au cours de l’instruction dès lors que ces pratiques concernent les mêmes | 98d81
pratiques seraient reprochées aux parties est sans incidence sur la régularité de la procédure, dès lors qu’elles | 98d81
Sur les pratiques constatées : | 98d81
Considérant que le SFEP soutient que les dispositions relatives aux pratiques d’honoraires telles qu’elles | 98d81
des pratiques prohibées par les dispositions de l’article 7 de l’ordonnance du 1er décembre 1986 ; | 98d81
Mais considérant que, s’il est constant qu’aucune référence à ces pratiques n’existe dans les statuts de | 98d81
exclue par celui-ci puisse poser sa candidature à l’un des deux autres ; que ces pratiques concertées des trois | 98d81
pratiques de la CNES " ; | 98d81
pratiques sont prohibées par les dispositions de l’article 7 de l’ordonnance du 1er décembre 1986 ; | 98d81
l’ordonnance susvisée les pratiques " Dont les auteurs peuvent justifier qu’elles ont pour effet d’assurer un | 98d81
ainsi que les pratiques de concertation tarifaire, auraient été indispensables pour atteindre l’objectif invoqué ; | 98d81
concurrence peut ordonner aux intéressés de mettre fin aux pratiques anticoncurrentielles dans un délai | 98d81
pécuniaire prononcée ne peut excéder 500 000 F pour chacun des auteurs des pratiques prohibées " ; | 98d81
pratiques en enjoignant aux quatre organisations professionnelles concernées de mettre fin à leurs pratiques | 98d81
Considérant que, pour apprécier la gravité des faits, il y a lieu de prendre en compte que les pratiques | 98d81
des pratiques ont cessé depuis la saisine du Conseil, elles n’en ont pas moins été mises en œuvre pendant un | 98d81
pratiques mises en œuvre dans le secteur de la fabrication et de la commercialisation de | 10d33
La société Roland Vlaemynck Tisseur s’estime victime de pratiques de la société Mewa, | 10d33
serviettes industrielles. Selon la saisissante, ces pratiques seraient contraires aux articles | 10d33
Quatre types de pratiques sont évoqués par la saisissante et auraient été rendus possibles | 10d33
